Org Code,Action,Register Number,Award Number,Institution,City,State,Zip Code,Principal Investigator,Total Funding Planned,Total Funding to Date,Project Start Date,Project End Date,Most Recent Award Date,Title,Award Type,Program Manager,Institution Type
SC-22.21,New,ER46732,DE-SC0004929,ARIZONA STATE UNIVERSITY                          ,Tempe,AZ,85287-6011,"Treacy, Michael M. J.",645000,645000,7/1/10,6/30/13,8/23/10,Structural Studies of Amorphous Materials by Fluctuation Electron Microscopy,Grant,"Zhu, Jane",Educational
SC-22.21,Renewal,ER46734,DE-SC0005025,CALIFORNIA UNIV. OF LOS ANGELES                  ,Los Angeles,CA,90095-1406,"Weiss, Paul",600000,200000,8/15/12,7/14/15,8/15/12,Beneath and Between: Structural Functional and Spectroscopic Measurements of Buried Interfaces and Interactions,Grant,"Zhu, Jane",Educational
SC-22.21,New,ER46735,DE-SC0002573,NATIONAL INST OF STANDARDS & TECH GAITHERSBURG   ,Gaithersburg,MD,20899,"Gentile, T. R.",149740,149740,7/15/10,7/14/13,8/27/10,Polarized 3He in Neutron Scattering,Interagency Agreement,"Thiyagarajan, Pappannan",Governmental Organization
SC-22.21,No-Cost Extension,ER46736,DE-SC0005165,RHODE ISLAND UNIVERSITY OF                       ,Kingston,RI,02881-0811,"Lucht, Brett",0,0,8/15/10,8/14/14,11/13/12,Improving the Calendar Life and Safety of Lithium Ion Batteries:  Development of Novel Electrolytes and Additives,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46737,DE-SC0005392,ALABAMA UNIVERSITY OF TUSCALOOSA                 ,Tuscaloosa,AL,35487-0104,"Pan, Shanlin",0,0,8/15/10,8/14/14,11/4/12,Single-Molecule Spectroelectrochemistry of Interfacial Charge Transfer Dynamics In Hybrid Organic Solar Cell,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46738,DE-SC0005156,KANSAS STATE UNIVERSITY                           ,Manhattan,KS,66506-1103,"Edgar, James",558904,528904,8/15/10,8/14/13,8/27/10,Materials Development for Boron Phosphide Based Neutron Detectors,Grant,"Zhu, Jane",Educational
SC-22.22,New,ER46740,DE-SC0005035,OHIO STATE UNIVERSITY                             ,Columbus,OH,43210-1063,"Randeria, Mohit",315000,315000,8/15/10,8/14/13,9/9/10,Theoretical Investigations of Single Particle Spectroscopies of Novel Materials,Grant,"Davenport, James",Educational
SC-22.22,New,ER46741,DE-SC0005436,MARYLAND UNIVERSITY OF COLLEGE PARK              ,College Park,MD,20742-5141,"Drew, Dennis",440631,440631,8/15/10,8/14/13,9/19/10,Infrared Hall Effect in Correlated Electronic Materials,Grant,"Schwartz, Andrew",Educational
SC-22.21,New,ER46742,DE-SC0005456,MARYLAND UNIVERSITY OF COLLEGE PARK              ,College Park,MD,20742-5141,"Cumings, John",552000,414000,8/1/10,3/31/14,9/21/10,Interfacial Thermal Resistance of Carbon Nanotubes,Grant,"Zhu, Jane",Educational
SC-22.22,New,ER46744,DE-SC0005042,PENNSYLVANIA STATE UNIVERSITY                     ,University Park,PA,16802-7000,"Jain, Jainendra",375000,375000,8/15/10,8/14/13,8/4/10,Theory of Topological Quantum Numbers in Low Dimensions,Grant,"Davenport, James",Educational
SC-22.3,New,ER46745,DE-SC0005262,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Kaertner, Franz",1350000,1267500,9/1/10,8/31/13,9/9/10,Key Laser Technologies for XRay FELs,Grant,"Lessner, Eliane",Educational
SC-22.23,New,ER46747,DE-SC0005032,HOUSTON UNIVERSITY OF                            ,Houston,TX,77204-2015,"Halasyamani , P. Shiv",1035731,1035731,9/1/10,8/31/13,9/21/10,Controlling Magnetic and Ferroelectric Order Through Geometry: Synthesis Ab Initio Theory and Characterization of New Multi-Ferroic Fluoride Materials,Grant,"Sennett, Michael",Educational
SC-22.23,New,ER46749,DE-SC0005397,TEXAS UNIVERSITY OF                              ,Austin,TX,78712-1500,"Goodenough, John",2100000,2100000,9/1/10,8/31/13,9/14/10,Materials and Interfacial Chemistry for Next-Generation Electrical Energy Storage,Grant,"Sennett, Michael",Educational
SC-22.23,New,ER46750,DE-SC0004937,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Wang, Joseph",690000,690000,9/1/10,8/31/13,8/31/10,Bio-Inspired Routes for Synthesizing Efficient Nanoscale Platinum Electrocatalysts,Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46751,DE-SC0005247,HARVARD COLLEGE                                   ,Boston,MA,2115,"Aizenberg, Joanna",1640000,1640000,8/15/10,5/14/14,9/3/10,"Actuation of Bioinspired Adaptive ""HAIRS"" Powered by Responsive Hydrogels",Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46752,DE-SC0004857,JOHNS HOPKINS UNIVERSITY                          ,Baltimore,MD,21218,"Tovar, John",570000,590000,9/1/10,8/31/13,9/17/10,Self-Assembly of PI-Conjugated Peptides In Aqueous Environments Leading To Energy-Transporting Bioelectrical Nanostructures,Grant,"Markowitz, Michael",Educational
SC-22.22,New,ER46753,DE-SC0005448,MARYLAND UNIVERSITY OF COLLEGE PARK              ,College Park,MD,20742-5141,"Wuttig, Manfred",508000,671000,8/15/10,8/14/13,9/16/10,Diblock Copolymer Templated Two-Phase Inorganic Nano-Composites A Platform for Innovative Nano-Science,Grant,"Kortan, Ahmet",Educational
SC-22.22,New,ER46754,DE-SC0004868,TORONTO UNIVERSITY OF                            ,Toronto ON,,          ,"John, Sajeev",540000,540000,8/15/10,8/14/13,9/21/10,Light Trapping Absorption and Solar Energy Harvesting by Artificial Materials,Grant,"Kortan, Ahmet",Educational
SC-22.22,New,ER46755,DE-SC0005240,BOSTON COLLEGE TRUSTEES OF                       ,Chestnut Hill,MA,2467,"Padilla, Willie",300000,300000,8/15/10,8/14/13,9/8/10,Metamaterials as a Platform for the Development of Novel Materials for Energy Apllications,Grant,"Kortan, Ahmet",Educational
SC-22.23,New,ER46756,DE-SC0005403,DELAWARE UNIVERSITY OF                           ,Newark,DE,19716,"Hertz, Joshua",548000,411000,8/15/10,8/14/14,9/25/10,Improved Electrochemical Performance of Strained Lattice Electrolytes via Modulated Dopling,Grant,"Gersten, Bonnie",Educational
SC-22.23,New,ER46757,DE-SC0004927,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Hart, Anastasios",635658,485812,9/15/10,9/14/14,8/4/10,Understanding and Controlling Nanoscale Crystal Growth using Mechanical Forces,Grant,"Gersten, Bonnie",Educational
SC-22.22,New,ER46758,DE-SC0004913,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Miller, Matthew",750000,750000,8/15/10,8/14/13,9/3/10,Understanding Microplasticity Processes Related to Fatigue Damage Using High Energy X-Rays and a Crystal-Based Modeling Formulation,Grant,"Vetrano, John",Educational
SC-22.23,New,ER46761,DE-SC0004888,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Matzger, Adam",736607,736607,9/1/10,8/31/13,8/13/10,Symmetry Breaking for the Synthesis of Nanostructured Porous Materials,Grant,"Sennett, Michael",Educational
SC-22.21,New,ER46762,DE-SC0004871,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Reddy, Pramod",544000,408000,8/15/10,4/14/14,8/4/10,Study of Energy Transport at the Nanoscale,Grant,"Zhu, Jane",Educational
SC-22.23,New,ER46763,DE-SC0005464,RUTGERS - STATE UNIV OF NJ NEW BRUNSWICK         ,New Brunswick,NJ,8901,"Podzorov, Vitaly",399000,399000,9/1/10,8/31/13,9/24/10,Basic Surface Chemistry and Physics of Carbon-Based Electronic Materials Modified by Silane Molecular Layers,Grant,"Sennett, Michael",Educational
SC-22.21,New,ER46764,DE-SC0004954,ARIZONA STATE UNIVERSITY                          ,Tempe,AZ,85287-6011,"Crozier, P.",435000,435000,8/15/10,7/14/13,9/20/10,Development and Application of In Situ Nanocharacterization to Photocatalytic Materials for Solar Fuel Generation,Grant,"Zhu, Jane",Educational
SC-22.21,New,ER46765,DE-SC0005132,RUTGERS - STATE UNIV OF NJ NEW BRUNSWICK         ,New Brunswick,NJ,8901,"Batson, Philip",800000,600000,8/15/10,5/14/14,8/31/10,Discovery of Dielectric Response and Forces in Sub-Nanoscale Objects,Grant,"Zhu, Jane",Educational
SC-22.21,New,ER46766,DE-SC0005037,CONNECTICUT UNIVERSITY OF                        ,Storrs,CT,06269-1133,"Huey, Bryan",560000,420000,8/15/10,4/14/14,8/30/10,Switching in Solid State Memories via Nucleation and Growth Mechanisms: Causes and Effects at the Nanometer and Nanosecond Scale,Grant,"Zhu, Jane",Educational
SC-22.21,New,ER46767,DE-SC0004876,NEBRASKA UNIVERSITY OF LINCOLN                   ,Lincoln,NE,68588-0430,"Gruverman, Alexei",750000,750000,9/1/10,7/31/13,9/24/10,Nanoscale Resistive Switching Behavior of Ferrelectric and Multiferroic Tunnel Junctions,Grant,"Zhu, Jane",Educational
SC-22.22,New,ER46768,DE-SC0005313,PENNSYLVANIA STATE UNIVERSITY                     ,University Park,PA,16802-7000,"Schiffer, Peter",475000,616000,9/1/10,5/31/13,8/30/10,Exploration of Artificial Frustrated Magnets,Grant,"Schwartz, Andrew",Educational
SC-22.22,New,ER46770,DE-SC0004889,YALE UNIVERSITY                                   ,New Haven,CT,06520-8337,"Schroers, Jan",330000,330000,9/1/10,8/31/13,9/23/10,Using Artificial Microstructures to Understand Microstructure Property Relationship-Toughening Mechanisms in Metallic Glass,Grant,"Vetrano, John",Educational
SC-22.22,New,ER46771,DE-SC0005242,BROWN UNIVERSITY                                  ,Providence,RI,2912,"Sheldon, Brian",660000,660000,9/1/10,8/31/13,9/24/10,Understanding and Controlling Toughening Mechanisms in Nanotube Reinforced Ceramic Coatings,Grant,"Vetrano, John",Educational
SC-22.22,New,ER46772,DE-SC0005237,DUKE UNIVERSITY                                   ,Durham,NC,27705-4677,"Baranger, Harold",325000,325000,9/1/10,8/31/13,9/8/10,Quantum Phases of Nanowires: Quantum Monte Carlo Approaches,Grant,"Davenport, James",Educational
SC-22.22,New,ER46773,DE-SC0005180,PRINCETON UNIVERSITY                              ,Princeton,NJ,08544-1003,"Car, Roberto",960000,960000,9/1/10,8/31/13,9/27/10,CMSN: Structure and Dynamics of Water and Aqueous Solution in Materials Science,Grant,"Davenport, James",Educational
SC-22.22,New,ER46774,DE-SC0005038,CONNECTICUT UNIVERSITY OF                        ,Storrs,CT,06269-1133,"Gokirmak, Ali",512000,512000,9/1/10,8/31/13,8/31/10,Crystallization and Thermoelectric Transport in Silicon Microstructures and Nanostructures Under Extreme Electrical Stress,Grant,"Kortan, Ahmet",Educational
SC-22.22,New,ER46775,DE-SC0005468,RUTGERS - STATE UNIV OF NJ NEW BRUNSWICK         ,New Brunswick,NJ,8901,"Kotliar, Gabriel",735000,735000,9/1/10,8/31/13,9/27/10,CMSN: Computational Design of Fe-based Superconductors,Grant,"Davenport, James",Educational
SC-22.23,New,ER46777,DE-SC0005029,NEW YORK CITY U. OF HUNTER C.                    ,New York,NY,10021,"Greenbaum, Steven",540000,540000,9/1/10,8/31/13,9/15/10,Spectroscopic Studies of Materials for Electrochemical Energy Storage,Grant,"Sennett, Michael",Educational
SC-22.22,New,ER46778,DE-SC0005463,RUTGERS - STATE UNIV OF NJ NEW BRUNSWICK         ,New Brunswick,NJ,8901,"Blumberg, Girsh",430000,430000,9/1/10,8/31/13,9/21/10,Raman Spectroscopy of Iron Oxypnictide Superconductors,Grant,"Schwartz, Andrew",Educational
SC-22.21,New,ER46779,DE-SC0005364,AKRON UNIVERSITY OF                              ,Akron,OH,44325,"Karim, Alamgir",831066,881066,9/1/10,8/31/13,9/26/10,In-situ Neutron Scattering Determination of 3D Phase-Morphology Correlations in Fullerene Block Copolymer Systems,Grant,"Thiyagarajan, Pappannan",Educational
SC-22.22,New,ER46781,DE-SC0004890,NEW YORK STATE U. OF BUFFALO                     ,Buffalo,NY,14260-7016,"Zutic, Igor",420000,420000,9/15/10,9/14/13,9/25/10,Tailoring Magnetism and Spin in Quantum Dots,Grant,"Davenport, James",Educational
SC-22.22,New,ER46782,DE-SC0005245,SOUTH FLORIDA UNIVERSITY OF                      ,Tampa,FL,33620-5350,"Ponomareva, Inna",405000,405000,9/1/10,8/31/13,9/23/10,Atomistic Study of Ultrafast Dynamics in Multifunctional Materials in Bulk and Nanoforms,Grant,"Davenport, James",Educational
SC-22.21,New,ER46783,DE-SC0005051,NOTRE DAME UNIVERSITY OF                         ,Notre Dame,IN,46556-5602,"Eskildsen, Morten",519014,519014,9/1/10,8/31/13,9/17/10,Metastable Vortex Lattices - Properties and Applications,Grant,"Thiyagarajan, Pappannan",Educational
SC-22.3,New,ER46784,DE-SC0005713,NEW YORK STATE U. OF ST BROOK                    ,Stony Brook,NY,11794-3362,"Ben-Zvi, Ilan",1020938,1020938,1/1/11,12/31/13,1/11/11,Photocathodes for High Repetition Rate Light Sources,Grant,"Lessner, Eliane",Educational
SC-22.22,New,ER46789,DE-SC0007043,GEORGIA STATE UNIV. RES. FOUND. INC.             ,Atlanta,GA,30302-3999,"Stockman, Mark",429000,286000,8/15/11,8/14/14,9/12/11,Quantum Nanoplasmonics Theory,Grant,"Kortan, Ahmet",Educational
SC-22.21,No-Cost Extension,ER46790,DE-SC0005916,NATIONAL ACADEMY OF SCIENCES                      ,Washington,DC,20001,"Arrison, Thomas",0,0,5/1/11,4/30/13,3/5/12,Responsible Science: Ensuring the Integrity of the Research Process,Grant,"Kerch, Helen",Not-For-Profit Business
SC-22.22,New,ER46792,DE-SC0006433,COLORADO SCHOOL OF MINES                          ,Golden,CO,80401,"Wu, Zhigang",750000,450000,7/15/11,7/14/16,8/4/11,Quantum Mechanical Simulations of Complex Nanostructures for Photovoltaic Applications,Grant,"Davenport, James",Educational
SC-22.22,New,ER46793,DE-SC0006418,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Jarillo-Herrero, Pablo",761255,304502,7/15/11,7/14/16,7/19/11,Quantum Transport in Topological Insulator Nanoelectronic Devices,Grant,"Schwartz, Andrew",Educational
SC-22.21,New,ER46794,DE-SC0006423,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Gedik, Nuh",875000,350000,7/15/11,7/15/16,7/18/11,Optical Manipulation and Detection of Emergent Phenomena in Topological Insulators,Grant,"Wilson, Lane",Educational
SC-22.22,New,ER46795,DE-SC0006637,CALIFORNIA UNIV. OF DAVIS                        ,Davis,CA,95618,"Castro, Ricardo",762935,305174,7/15/11,7/14/16,9/9/11,Energetics of Radiation Tolerant Nanoceramics,Grant,"Vetrano, John",Educational
SC-22.22,New,ER46796,DE-SC0006397,CALIFORNIA UNIV. OF BERKELEY                     ,Berkeley,CA,94720-5940,"Wu, Junqiao",757946,307946,7/15/11,7/14/16,8/30/11,Functional Domain Walls as Active Elements for Energy Technology,Grant,"Kortan, Ahmet",Educational
SC-22.22,New,ER46797,DE-SC0006888,COLORADO UNIVERSITY OF                           ,Boulder,CO,80303-1058,"Lee, Minhyea",766550,306620,7/15/11,7/14/16,8/17/11,Transport Studies of Quantum Magnetism: Physics and Methods,Grant,"Schwartz, Andrew",Educational
SC-22.22,New,ER46798,DE-SC0006539,FLORIDA UNIVERSITY OF                            ,Gainesville,FL,32611-5500,"Chen, Youping",751082,301082,7/15/11,7/14/16,8/13/11,Prediction of Thermal Transport Properties of Materials with Microstructural Complexity,Grant,"Kortan, Ahmet",Educational
SC-22.21,New,ER46799,DE-SC0006509,ILLINOIS UNIV. OF URBANA-CHAMPAIGN               ,Urbana,IL,61801,"Dillon, Shen",750000,300000,7/15/11,7/14/16,8/15/11,In-situ TEM Observations of Degradation Mechanisms in Next-Generation High-Energy Density Lithium-Ion Battery Systems,Grant,"Zhu, Jane",Educational
SC-22.23,New,ER46800,DE-SC0006414,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Arnold, Michael",750000,300000,7/15/11,7/14/16,9/15/11,Templated Bottom-Up Synthesis of Semiconducting and Nanostructured Graphene Materials,Grant,"Gersten, Bonnie",Educational
SC-22.23,New,ER46802,DE-SC0006400,MICHIGAN STATE UNIVERSITY                         ,East Lansing,MI,48824-1046,"Zhang, Pengpeng",750000,300000,7/15/11,7/14/16,8/23/11,Utilizing Molecular Self-Assembly to Tailor Electrical Properties of Si Nanomembranes,Grant,"Gersten, Bonnie",Educational
SC-22.23,New,ER46803,DE-SC0006398,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Cha, Jennifer ",750000,300000,7/15/11,7/14/16,8/17/11,Rigid Biopolymer Nanocrystal Systems for Controlling Multicomponent Nanoparticle Assembly and Orientation in Thin Film Solar Cells,Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46804,DE-SC0006639,MASSACHUSETTS UNIVERSITY OF AMHERST             ,Amherst,MA,1003,"Hayward, Ryan",750000,300000,7/15/11,7/14/16,9/3/11,Crystallization-Driven Assembly of Conjugated-Polymer-Based Nanostructures,Grant,"Sennett, Michael",Educational
SC-22.23,New,ER46805,DE-SC0006410,COLUMBIA UNIVERSITY                               ,New York,NY,10027-7922,"Owen, Jonathan",750000,300000,7/15/11,7/14/16,9/14/11,Measuring the Importance of Valence to Chemistry of Nanocrystal Surfaces,Grant,"Sennett, Michael",Educational
SC-22.21,New,ER46806,DE-SC0006638,PITTSBURGH UNIVERSITY OF                         ,Pittsburgh,PA,15260-6830,"Dutt, Gurudev",750000,300000,7/15/11,7/14/16,8/30/11,Quantum Control of Spins in Diamond for Nanoscale Magnetic Sensing and Imaging,Grant,"Zhu, Jane",Educational
SC-22.22,New,ER46807,DE-SC0006599,CALIFORNIA INST. OF TECHNOLOGY                    ,Pasadena,CA,91125,"Greer, Julia",750000,300000,7/15/11,7/14/16,8/13/11,Investigation of Radiation Damage Tolerance in Interface-Containing Metallic Nano Structures,Grant,"Vetrano, John",Educational
SC-22.23,New,ER46810,DE-SC0007063,PENNSYLVANIA UNIVERSITY OF                       ,Philadelphia,PA,19104-6205,"Hammer, Daniel",510000,340000,9/1/11,8/31/14,9/14/11,Designing Smart Responsive Communicating Microcapsules from Polymersomes,Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46811,DE-SC0007019,COLUMBIA UNIVERSITY                               ,New York,NY,10027-7922,"Kumar, Sanat",360000,240000,9/1/11,8/31/14,9/27/11,Optimizing Immobilized Enzyme Performance in Cell-Free Environments to Produce Liquid Fuels,Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46812,DE-SC0006520,RENSSELAER POLYTECHNIC INST.                      ,Troy,NY,12180-3590,"Belfort, Georges",435000,290000,9/1/11,8/31/14,9/20/11,Optimizing Immobilized Enzyme Performance in Cell-free Environments to Produce Liquid Fuels,Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46813,DE-SC0006937,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Dinca, Mircea",750000,300000,8/15/11,8/14/16,8/15/11,Electronic and Ionic Conductors from Ordered Microporous Materials,Grant,"Sennett, Michael",Educational
SC-22.23,New,ER46814,DE-SC0007064,PENNSYLVANIA UNIVERSITY OF                       ,Philadelphia,PA,19104-6205,"Chen, I-Wei",600000,400000,8/15/11,5/14/14,9/7/11,Electric-Loading Enhanced Kinetics in Oxide Ceramics: Pore Migration Sintering and Grain Growth,Grant,"Gersten, Bonnie",Educational
SC-22.22,No-Cost Extension,ER46815,DE-SC0006889,NATIONAL ACADEMY OF SCIENCES                      ,Washington,DC,20001,"Shapero, Donald",0,0,9/1/11,2/28/14,12/14/12,The Current Status and Future Direction of High Magnetic Field Study in the United States,Grant,"Schwartz, Andrew",Not-For-Profit Business
SC-22.21,New,ER46816,DE-SC0007047,DELAWARE UNIVERSITY OF                           ,Newark,DE,19716,"DeCamp, Matthew",545000,365000,8/1/11,7/31/14,9/26/11,Picosecond X-ray Diagnostics for Third and Fourth Generation Synchrotron Sources,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46817,DE-SC0007048,MONTANA STATE UNIVERSITY                          ,Bozeman,MT,59717-2470,"Nehrir, M. Hashem",465019,325008,8/1/11,7/31/14,9/23/11,"Making the Grid ""Smart"" Through ""Smart"" Microgrids: Real-Time Power Management of Microgrids with Multiple Distributed Generation Sources Using Intelligent...",Grant,"Fitzsimmons, Timothy",Educational
SC-22.22,New,ER46818,DE-SC0007091,NORTHEASTERN UNIVERSITY                           ,Boston,MA,02115-5005,"Bansil, Arun",960000,640000,9/1/11,8/31/14,9/13/11,CMCSN:  Computational Time-Resolved and Resonant X-Ray Scattering of Strongly Correlated Materials,Grant,"Davenport, James",Educational
